policy,seed,logdet_cov,alpha_rmse,holdout_torque_rmse,sigma_eff,ee_error_mean,ee_error_max,tracking_rmse,fault,max_abs_qd,peak_abs_tau,sum_sq_qdd_ref
smooth_random_nullspace,30,-92.12290017963669,0.08088799241110511,0.9874539272485274,0.4612415158543677,0.015723831477008444,0.03222702707832296,0.01662170227638883,False,0.2968015363853928,58.08231358737527,4959.661970246642
fourier_nullspace,30,-131.21780923462092,0.04201857124425991,0.29101707543670746,0.21289033832904347,0.0148628935017556,0.035142751412010266,0.01670784329097081,False,0.4255756531140911,53.18145399776066,3090.0370194855873
free_reference,31,-133.0725472933184,0.025401714850061752,0.1772449618309372,0.27523393339928703,nan,nan,0.040430933864245656,False,1.7950344754713707,56.16235240448804,7038.642449084067
no_exploration,31,-107.6935511983347,0.0750057410147356,0.5359270934698442,0.22608395382306318,0.023601009902189118,0.04589091282316217,0.04622628474291461,False,0.45368286506387856,49.276496571729844,0.0
smooth_random_nullspace,31,-79.87105958168783,0.08293054148020775,0.7644590133448045,1.4631188263465935,0.0233777771653776,0.04627703279304253,0.04607360262763444,False,0.4551864989798207,62.185286439073224,5416.776639241916
fourier_nullspace,31,-130.84223827577037,0.05969418947524808,0.16758567001559424,0.29688391653032686,0.023082268360435285,0.04426088256135003,0.04619355534548333,False,0.7653309500437324,56.00347231107612,11277.660001801378
free_reference,32,-131.49976816426212,0.12372730883723237,0.6736799806321255,0.2132023125329909,nan,nan,0.06772899440636321,False,2.2120792778812692,61.05560543740322,5455.3836624446485
no_exploration,32,-101.74622689312655,0.09970997355589335,0.6012040243393093,0.0588111008818041,0.03914777445141865,0.05001170632855015,0.060874745529073904,False,0.47237744973445966,49.5912602763749,0.0
smooth_random_nullspace,32,-93.98029395144357,0.14524784870606217,2.592064188543095,0.3168831822844187,0.0390200207515179,0.05029334060618506,0.0607365058561088,False,0.4942499352887997,59.30805617863758,5330.7339034562065
fourier_nullspace,32,-131.46830159905412,0.023363461848759162,0.13175518412331613,0.2508034936151319,0.040144748984250266,0.05087993813989016,0.060732691327224794,False,0.6195496678379235,58.92839050468614,13557.535428906129
free_reference,33,-115.42580637878541,0.0959284001767906,0.5397610567657175,0.3641601321841145,nan,nan,0.01657590917859733,False,1.701423607220842,50.98050033883699,6680.564468032892
no_exploration,33,-60.70783951634823,0.14485422028465392,0.9573932320453926,0.01,0.0009858803755031077,0.001652274021331339,0.005366971414810507,False,0.020855673645190455,50.24330661900436,0.0
smooth_random_nullspace,33,-60.70783951634823,0.14485422028465392,0.9573932320453926,0.01,0.001538045140836618,0.002849542697276189,0.006206572216014886,False,0.050552897119095636,59.95907477383584,5057.940952334349
fourier_nullspace,33,-124.46869450263586,0.04331052159677877,0.14138881199760064,0.3110247643103559,0.007106685361618069,0.012549551378528605,0.010135363640636559,False,0.4445268081797159,57.9968275551119,15077.497899138009
free_reference,34,-128.1441073273885,0.03388869436746383,0.09323129961396591,0.3305843802171119,nan,nan,0.0283347389528936,False,1.8068348568486046,70.92627266061463,4205.883541444425
no_exploration,34,-89.26578880041122,0.12614288386838413,4.00718565147693,0.1842156282477273,0.010065659053078335,0.013204664135072229,0.012950087824966094,False,0.08192255502446341,53.539979792946816,0.0
smooth_random_nullspace,34,-73.43312346130877,0.0987122954700532,1.077158705123111,1.1420120567038368,0.009158646157424703,0.012558634296967255,0.011266652883756341,False,0.1425649221214727,58.798781822717466,4896.528259325489
fourier_nullspace,34,-113.5039843137149,0.06407876229601842,0.5713170809378139,0.35314072596581636,0.014592850459659374,0.028394163560480867,0.01889201393590679,False,0.5118591042702058,53.97908819738113,4901.909926473941
free_reference,35,-122.87424136648261,0.046056452077649995,0.23450379403935212,0.3636007921164368,nan,nan,0.016143201011167875,False,1.1155990258405795,68.43868072953764,6173.750019929903
