config,policy,seed,logdet_cov,trace_cov,alpha_rmse,holdout_torque_rmse,validation_torque_rmse,fault,tracking_rmse,saturation_fraction,max_abs_q,max_abs_qd,peak_abs_tau,sigma_eff
horizontal,smooth_random,16,-81.41384269588453,0.00041563402180675086,0.0333853935199737,0.06876542174895588,0.07711910671423737,False,0.002972649346359158,0.0,0.7597051092517881,0.8777110381915582,8.598764827724608,0.07376020082640525
horizontal,fourier_envelope,16,-88.07614797472861,6.822112402112996e-05,0.005209354128598095,0.005247426985605139,0.07819061609774113,False,0.004911412756584883,0.0,3.1479215708713415,1.8203907436415967,8.570684880343576,0.05954878868196542
horizontal,segment_fim_greedy,16,-83.31413400132934,0.00036719332125545153,0.03546068427803652,0.06792701216731015,0.07673681588804214,False,0.004761128320864996,0.0,1.3875638495724807,0.8896550558641292,10.369238612103402,0.08158422360704265
horizontal,segment_active_ig,16,-83.60346942776638,0.00035309162476124674,0.038670975079801696,0.06712139832403886,0.07668206401404694,False,0.004770368055284139,0.0,1.061853623976347,0.8469217256682241,11.421947550492668,0.07926200454589842
horizontal,hold_sequence,17,-70.46580377689621,0.005673823376216878,0.23400931895055188,0.4676945680868295,0.13221474385884172,False,0.002460329166374423,0.0,0.45313171190530527,0.3696952006933725,9.101872614928508,0.0827815225731833
horizontal,smooth_random,17,-80.8428481091191,0.0005240647927740324,0.028936559668611417,0.05661196870279116,0.07460200696961589,False,0.004888999094857821,0.0,1.247550516173541,0.7911792504657501,7.834970399096324,0.07516949114824145
horizontal,fourier_envelope,17,-85.59156382867545,9.492611902998366e-05,0.0018993197864638897,0.006912989234662747,0.07637275296761671,False,0.005309673019926777,0.0,3.1379510993895874,1.883394525067487,4.147645668108181,0.06938176958614391
horizontal,segment_fim_greedy,17,-83.21498722138384,0.0003461661698810768,0.043650620275834114,0.07291427392763249,0.07483976823723648,False,0.006032268086782963,0.0,0.8485802730693809,0.9029244810441157,9.151808896551003,0.08219585656990162
horizontal,segment_active_ig,17,-84.3499568990041,0.00029443214468608783,0.03949791813568756,0.06875114980400525,0.07484398816914842,False,0.006708308963057776,0.0,1.2365697837657625,1.0930923428680477,9.789446466044167,0.07810246857592042
horizontal,hold_sequence,18,-71.80420831993743,0.005366263169501945,0.1984245383465548,0.39922322723432646,0.12112740536105958,False,0.0014388561808589685,0.0,0.44178930657231597,0.3958614270508656,10.266910572303726,0.07747734658910739
horizontal,smooth_random,18,-81.01830538247464,0.0004820860556957446,0.042061223220546805,0.0831382855000822,0.07780226702136697,False,0.0035635906557961823,0.0,1.2632260624732872,0.8820316682378848,10.351978646421479,0.07995509418314665
horizontal,fourier_envelope,18,-86.45420206302808,0.00010295697844388565,0.002271975849443546,0.004244307486127734,0.07900278283535543,False,0.006570469303314855,0.0,3.141808735620954,1.9987921658022154,6.575745303636158,0.0756170177423221
horizontal,segment_fim_greedy,18,-83.21477821768482,0.00034635425558795266,0.04319509818090636,0.0825544233757624,0.0774260610352426,False,0.0044647871697689355,0.0,1.70829580343267,0.9143922312083751,12.303607545344104,0.08608844567839591
horizontal,segment_active_ig,18,-83.93239402221262,0.0003523570996687124,0.04289277908138831,0.08115480420249657,0.07744529248981763,False,0.004521989367541306,0.0,1.0353175610945289,0.8463746151503158,11.267644764372692,0.08108557185067337
horizontal,hold_sequence,19,-70.43400618045975,0.005944441433043207,0.16817224076479056,0.34616987021606815,0.10865844109127029,False,0.0005045179225847002,0.0,0.48097623271709106,0.38733968123714146,9.576412901395276,0.08612688533182855
horizontal,smooth_random,19,-81.42441690358629,0.000449059328199382,0.04764614193493746,0.08688487291157551,0.07607647794647175,False,0.0012200273804271965,0.0,0.9273416727657146,0.8809127302263123,9.372139738096687,0.08005796424213314
horizontal,fourier_envelope,19,-88.52830648412265,7.647174558280823e-05,0.004952643236766561,0.015309499482651853,0.07878835162880354,False,0.002107308103210605,0.0,3.102385622990948,2.0001049188604143,4.82656211634417,0.054091469355918825
horizontal,segment_fim_greedy,19,-83.72532909346693,0.0003347956317565794,0.03868527035874868,0.06970417208740999,0.0760895316077897,False,0.001553139344566596,0.0,0.9985737868133953,0.8508982082952818,10.705070182086137,0.08060191595978249
horizontal,segment_active_ig,19,-85.14122026173214,0.00025973102948762396,0.0609068770372787,0.09974334602758483,0.07695172843669269,False,0.0017324027601132814,0.0,1.0521418925000638,1.2942195781517645,16.301050162345497,0.07889260251492484
horizontal,hold_sequence,20,-71.15469173008455,0.005488242614197161,0.1608965977612564,0.33463042922096625,0.1102806291599611,False,0.0017109628366146492,0.0,0.37711752073150046,0.3890984135345767,10.383927466688425,0.08255096791161169
horizontal,smooth_random,20,-80.48191556797742,0.0005407486076286193,0.03583461464048616,0.0687009340796851,0.0777714972348984,False,0.0035818909314949032,0.0,0.7635180482438277,0.7985185773192344,8.574581741491755,0.08025459342687158
horizontal,fourier_envelope,20,-82.03204369524549,0.00027361678603663803,0.016471507246877355,0.08124744569383742,0.11173158258497133,False,0.005023930239951642,0.0,2.179834523189411,1.9988351049024964,2.1690300976480836,0.06525040310687467
horizontal,segment_fim_greedy,20,-83.67063992405359,0.0003384599317641713,0.05048411503969956,0.09030734040015406,0.07811291387866962,False,0.0039599613944638476,0.0,1.6380674762918703,0.8971660100802552,10.311043255373113,0.08211805276189024
horizontal,segment_active_ig,20,-84.000452781734,0.0003095386943641751,0.04232547000480331,0.07138459394208257,0.07815334033759645,False,0.004254963235130518,0.0,0.9092282762432345,1.0827939095721002,10.855458524208252,0.08128040881677388
horizontal,hold_sequence,21,-71.43073587425043,0.0057009296560649875,0.20907781316682422,0.4192359379900374,0.1238545024344777,False,0.0013190493036859985,0.0,0.4905009093955189,0.3887154663169616,9.51836391214504,0.07974981083680127
horizontal,smooth_random,21,-79.54812290973695,0.0006886688148401008,0.040144216186916715,0.0823879289298285,0.08119222857591982,False,0.004206500427785158,0.0,1.0030192850132602,0.8109313702828604,10.160092993148261,0.0822520735378583
horizontal,fourier_envelope,21,-82.62683340708506,0.00016201693288829172,0.0037091910164902997,0.017967015962394327,0.08337877071871716,False,0.006197332515492038,0.0,3.1277772993785273,1.981595376596465,6.655126296434115,0.07636225974135907
horizontal,segment_fim_greedy,21,-84.73662438148708,0.0002432525229699703,0.02017590961647358,0.0477721569408353,0.0818623164766219,False,0.006880764683483023,0.0,2.032435509003915,1.341037394653471,12.411925461102516,0.08647906096315823
horizontal,segment_active_ig,21,-83.32289291966023,0.0003296101329621064,0.02299981624225629,0.053186610089998664,0.08188986017957704,False,0.005280050748727833,0.0,1.5943744874220063,1.1192960248681831,11.795597744853033,0.08465161466684912
