cal,calibration_alpha_rmse,failure,fault,feasibility_risk_ext,feasibility_risk_ext_est,feasibility_risk_tau_only,hold_ee_error,horizon,rho_tau,rho_vel,seed,target,torque
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,4,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,5,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,6,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,7,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,8,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,9,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,10,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,11,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,12,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,13,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,14,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,15,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,16,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,17,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,18,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,19,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,20,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,21,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,22,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,23,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,24,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,25,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,26,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,27,far,loose
